case,aps,classes,ltl,ours_safety,ours_cosafety,ours_obligation,ours_degree,spot_safety,spot_cosafety,spot_obligation,agree,rung,ours_safety_ms,ours_cosafety_ms,ours_obl_ms,ours_deg_ms,spot_safety_ms,spot_cosafety_ms,spot_obl_ms,note
2state1ap2acc_parity_0022973824,1,12,yes,0,0,0,,0,0,0,yes,-,0.0020640436559915543,0.0019310973584651947,0.00026100315153598785,,0.0005341134965419769,0.0018898863345384598,0.006110873073339462,
2state1ap2acc_parity_0022973824_c,1,12,yes,0,0,0,,0,0,0,yes,-,0.0020319130271673203,0.0019639264792203903,0.0002719461917877197,,0.000767875462770462,0.0016191042959690094,0.005601905286312103,
2state1ap2acc_parity_0023610368,1,17,no,0,0,0,,0,0,0,yes,-,0.0025350600481033325,0.002750195562839508,0.0007760245352983475,,0.0010628718882799149,0.002394896000623703,0.00565103255212307,
2state1ap2acc_parity_0023610368_c,1,17,no,0,0,0,,0,0,0,yes,-,0.0028030481189489365,0.0029390212148427963,0.0009660143405199051,,0.0013040844351053238,0.0022258609533309937,0.00485801137983799,
2state1ap2acc_parity_0024584610,1,10,yes,0,0,0,,0,0,0,yes,-,0.0019150320440530777,0.0016959384083747864,0.0009380746632814407,,0.0005310866981744766,0.0017259735614061356,0.007638940587639809,
2state1ap2acc_parity_0024584610_c,1,10,yes,0,0,0,,0,0,0,yes,-,0.0017259735614061356,0.001684064045548439,0.0008430797606706619,,0.0007078051567077637,0.0013450626283884048,0.005636131390929222,
2state1ap2acc_parity_0025166421,1,4,no,0,0,0,,0,0,0,yes,-,0.0009150244295597076,0.0008889473974704742,0.00033294782042503357,,0.0005660112947225571,0.0014759134501218796,0.004644971340894699,
2state1ap2acc_parity_0025879815,1,13,no,0,0,0,,0,0,0,yes,-,0.002101995050907135,0.0019920989871025085,0.00034598633646965027,,0.00041816383600234985,0.0017480924725532532,0.004668952897191048,
2state1ap2acc_parity_0025879815_c,1,13,no,0,0,0,,0,0,0,yes,-,0.0023581087589263916,0.002077082172036171,0.0003420282155275345,,0.000710831955075264,0.0015129335224628448,0.004542060196399689,
2state1ap2acc_parity_0027829076,1,8,no,0,0,0,,0,0,0,yes,-,0.001425156369805336,0.0014950055629014969,0.00035692937672138214,,0.0006449408829212189,0.0015301629900932312,0.005530891939997673,
2state1ap2acc_parity_0027829076_c,1,8,no,0,0,0,,0,0,0,yes,-,0.0014540273696184158,0.001444946974515915,0.0003350432962179184,,0.0006139744073152542,0.0014170072972774506,0.00451505184173584,
2state1ap2acc_parity_0028715040,1,11,yes,0,0,0,,0,0,0,yes,-,0.0025180634111166,0.00244705006480217,0.00033993273973464966,,0.000760890543460846,0.001752050593495369,0.008140923455357552,
2state1ap2acc_parity_0028715040_c,1,11,yes,0,0,0,,0,0,0,yes,-,0.0024549663066864014,0.002550194039940834,0.00033015385270118713,,0.0007960479706525803,0.0015981495380401611,0.00589294359087944,
2state1ap2acc_parity_0038027690,1,9,no,0,0,0,,0,0,0,yes,-,0.001735985279083252,0.0015450641512870789,0.00031478703022003174,,0.0006009358912706375,0.0016880221664905548,0.004482921212911606,
2state1ap2acc_parity_0038027690_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0016069971024990082,0.0015969853848218918,0.0002989545464515686,,0.0006351619958877563,0.001677079126238823,0.004222150892019272,
2state1ap2acc_parity_0039146888,1,10,no,0,0,0,,0,0,0,yes,-,0.001982087269425392,0.0017748679965734482,0.00039301812648773193,,0.0006628688424825668,0.0016880221664905548,0.004209112375974655,
2state1ap2acc_parity_0039146888_c,1,10,no,0,0,0,,0,0,0,yes,-,0.0018510036170482635,0.0018279533833265305,0.0003818422555923462,,0.0006360933184623718,0.0016740523278713226,0.004149042069911957,
2state1ap2acc_parity_0039407872,1,5,no,0,0,0,,0,0,0,yes,-,0.0010239891707897186,0.0011420343071222305,0.0003390014171600342,,0.0006619375199079514,0.001384178176522255,0.005627982318401337,
2state1ap2acc_parity_0039407872_c,1,5,no,0,0,0,,0,0,0,yes,-,0.0011869706213474274,0.0011171214282512665,0.00030105002224445343,,0.00048102810978889465,0.0014558900147676468,0.004496891051530838,
2state1ap2acc_parity_0041950982,1,7,yes,0,0,0,,0,0,0,yes,-,0.0013220123946666718,0.001359032467007637,0.0005559995770454407,,0.0009010545909404755,0.001868000254034996,0.0056889839470386505,
2state1ap2acc_parity_0041950982_c,1,7,yes,0,0,0,,0,0,0,yes,-,0.0013879034668207169,0.0014582183212041855,0.0005869660526514053,,0.0010509975254535675,0.0016880221664905548,0.004471978172659874,
2state1ap2acc_parity_0041993040,1,11,no,0,0,0,,0,0,0,yes,-,0.001952052116394043,0.0018889550119638443,0.0009487848728895187,,0.0007781200110912323,0.0015669502317905426,0.005696900188922882,
2state1ap2acc_parity_0041993040_c,1,11,no,0,0,0,,0,0,0,yes,-,0.0022139865905046463,0.002200016751885414,0.0011390075087547302,,0.0007860362529754639,0.0016991980373859406,0.006686197593808174,
2state1ap2acc_parity_0042106965,1,30,no,0,0,0,,0,0,0,yes,-,0.006097136065363884,0.005465932190418243,0.0005690380930900574,,0.0007569324225187302,0.0019399449229240417,0.0058980658650398254,
2state1ap2acc_parity_0042106965_c,1,30,no,0,0,0,,0,0,0,yes,-,0.005492940545082092,0.006749061867594719,0.0006719492375850677,,0.0009399373084306717,0.0018349383026361465,0.005298992618918419,
2state1ap2acc_parity_0042324737,1,13,no,0,0,0,,0,0,0,yes,-,0.00220397487282753,0.0018328428268432617,0.0006719492375850677,,0.0008998904377222061,0.0021890737116336823,0.00576418824493885,
2state1ap2acc_parity_0042324737_c,1,13,no,0,0,0,,0,0,0,yes,-,0.0020319130271673203,0.001937849447131157,0.0006828922778367996,,0.0011371448636054993,0.002003973349928856,0.005017034709453583,
2state1ap2acc_parity_0042614871,1,11,yes,0,0,0,,0,0,0,yes,-,0.001926906406879425,0.0019259750843048096,0.0006989575922489166,,0.0008689239621162415,0.0020619481801986694,0.005808891728520393,
2state1ap2acc_parity_0042614871_c,1,11,yes,0,0,0,,0,0,0,yes,-,0.0022188760340213776,0.0021399464458227158,0.0008260831236839294,,0.0010200310498476028,0.0019310973584651947,0.00588991679251194,
2state1ap2acc_parity_0043917312,1,17,no,0,0,0,,0,0,0,yes,-,0.002844957634806633,0.002851942554116249,0.000851927325129509,,0.0006239861249923706,0.0017059501260519028,0.005388166755437851,
2state1ap2acc_parity_0043917312_c,1,17,no,0,0,0,,0,0,0,yes,-,0.0031280796974897385,0.002925051376223564,0.000757165253162384,,0.000809086486697197,0.0013830140233039856,0.004424946382641792,
2state1ap2acc_parity_0044061704,1,10,yes,0,0,0,,0,0,0,yes,-,0.0017620623111724854,0.0019168946892023087,0.0002761371433734894,,0.0008200295269489288,0.0018719583749771118,0.005326932296156883,
2state1ap2acc_parity_0044706324,1,30,no,0,0,0,,0,0,0,yes,-,0.0059211160987615585,0.005233101546764374,0.0014710240066051483,,0.0006598420441150665,0.0017120037227869034,0.006287125870585442,
2state1ap2acc_parity_0044706324_c,1,30,no,0,0,0,,0,0,0,yes,-,0.006008893251419067,0.006707152351737022,0.0014279503375291824,,0.0008118804544210434,0.0015718396753072739,0.004803994670510292,
2state1ap2acc_parity_0047726660,1,20,yes,0,0,0,,0,0,0,yes,-,0.00406499020755291,0.004117144271731377,0.000742962583899498,,0.0008891802281141281,0.002023065462708473,0.007865019142627716,
2state1ap2acc_parity_0047726660_c,1,20,yes,0,0,0,,0,0,0,yes,-,0.0047709327191114426,0.004674075171351433,0.0008298084139823914,,0.0009469222277402878,0.00199698843061924,0.006403075531125069,
2state1ap2acc_parity_0067828500,1,9,no,0,0,0,,0,0,0,yes,-,0.0015660189092159271,0.0016780104488134384,0.0004270114004611969,,0.00042491592466831207,0.0014349352568387985,0.005114823579788208,
2state1ap2acc_parity_0067828500_c,1,9,no,0,0,0,,0,0,0,yes,-,0.001718057319521904,0.0016200356185436249,0.0004291068762540817,,0.0006060581654310226,0.001242849975824356,0.0041639432311058044,
2state1ap2acc_parity_0067928106,1,6,yes,0,0,0,,0,0,0,yes,-,0.0013310927897691727,0.0013781245797872543,0.00047497451305389404,,0.0007771886885166168,0.0018479768186807632,0.005933921784162521,
2state1ap2acc_parity_0067928106_c,1,6,yes,0,0,0,,0,0,0,yes,-,0.0014121178537607193,0.001291045919060707,0.0004421453922986984,,0.0006861519068479538,0.0015029218047857285,0.004607951268553734,
2state1ap2acc_parity_0069045002,1,6,yes,0,0,0,,0,0,0,yes,-,0.001141102984547615,0.0011289957910776138,0.0003511086106300354,,0.0007110647857189178,0.0018528662621974945,0.006508082151412964,
2state1ap2acc_parity_0069045002_c,1,6,yes,0,0,0,,0,0,0,yes,-,0.0012570526450872421,0.0011790543794631958,0.00039511360228061676,,0.00100000761449337,0.0016908161342144012,0.004949979484081268,
2state1ap2acc_parity_0069904465,1,9,no,0,0,0,,0,0,0,yes,-,0.0016922131180763245,0.001627020537853241,0.00045006163418293,,0.0005629844963550568,0.0014719553291797638,0.004964880645275116,
2state1ap2acc_parity_0071469096,1,15,yes,0,0,0,,0,0,0,yes,-,0.0032330863177776337,0.0030440278351306915,0.0005869660526514053,,0.0009790528565645218,0.0021141022443771362,0.00734417699277401,
2state1ap2acc_parity_0071469096_c,1,15,yes,0,0,0,,0,0,0,yes,-,0.0030191149562597275,0.0032491516321897507,0.000667991116642952,,0.0008859205991029739,0.0020158477127552032,0.006318092346191406,
2state1ap2acc_parity_0072712844,1,8,yes,0,0,0,,0,0,0,yes,-,0.0015941914170980453,0.0016381964087486267,0.0005529727786779404,,0.0013031531125307083,0.0023909378796815872,0.006253831088542938,
2state1ap2acc_parity_0072712844_c,1,8,yes,0,0,0,,0,0,0,yes,-,0.0018989667296409607,0.0018100254237651825,0.000525033101439476,,0.0013189855962991714,0.002458924427628517,0.005577923730015755,
2state1ap2acc_parity_0075547220,1,16,no,0,0,0,,0,0,0,yes,-,0.0025997869670391083,0.0023460015654563904,0.0003979075700044632,,0.0005259644240140915,0.0015879049897193909,0.00664382241666317,
2state1ap2acc_parity_0075547220_c,1,16,no,0,0,0,,0,0,0,yes,-,0.002457061782479286,0.002383952960371971,0.00043213367462158203,,0.0006398186087608337,0.001474982127547264,0.006975140422582626,
2state1ap2acc_parity_0075897609,1,6,yes,0,0,0,,0,0,0,yes,-,0.0012309756129980087,0.0011278316378593445,0.000367872416973114,,0.000884057953953743,0.0018980354070663452,0.005294103175401688,
2state1ap2acc_parity_0076048976,1,17,no,0,0,0,,0,0,0,yes,-,0.002341112121939659,0.002242857590317726,0.00045006163418293,,0.0012079253792762756,0.0022780150175094604,0.005932990461587906,
2state1ap2acc_parity_0076048976_c,1,17,no,0,0,0,,0,0,0,yes,-,0.0023778993636369705,0.002236105501651764,0.00043492764234542847,,0.0011059455573558807,0.0022060703486204147,0.006222864612936974,
2state1ap2acc_parity_0082086912,1,13,no,0,0,0,,0,0,0,yes,-,0.0022491440176963806,0.002100132405757904,0.00034389086067676544,,0.00079302117228508,0.0020621810108423233,0.006627058610320091,
2state1ap2acc_parity_0082086912_c,1,13,no,0,0,0,,0,0,0,yes,-,0.002228887751698494,0.0020638108253479004,0.00034295953810214996,,0.0008009374141693115,0.001976964995265007,0.006277114152908325,
2state1ap2acc_parity_0082224640,1,8,no,0,0,0,,0,0,0,yes,-,0.0014570541679859161,0.0016759149730205536,0.00043283216655254364,,0.0006910413503646851,0.0016989652067422867,0.005941139534115791,
2state1ap2acc_parity_0082224640_c,1,8,no,0,0,0,,0,0,0,yes,-,0.0015380792319774628,0.0014989636838436127,0.0003718305379152298,,0.0006649643182754517,0.0015620607882738113,0.004953006282448769,
2state1ap2acc_parity_0085983912,1,13,yes,0,0,0,,0,0,0,yes,-,0.002225162461400032,0.0023238826543092728,0.00045495107769966125,,0.0006409827619791031,0.001827022060751915,0.005736015737056732,
2state1ap2acc_parity_0085983912_c,1,13,yes,0,0,0,,0,0,0,yes,-,0.0024810433387756348,0.002515967935323715,0.00048405490815639496,,0.0008600763976573944,0.0014649704098701477,0.004559988155961037,
2state1ap2acc_parity_0085993472,1,8,no,0,0,0,,0,0,0,yes,-,0.0015120021998882294,0.0015739351511001587,0.0005969777703285217,,0.0006391201168298721,0.0017969869077205658,0.004951143637299538,
2state1ap2acc_parity_0086686273,1,9,no,0,0,0,,0,0,0,yes,-,0.0016530975699424744,0.001703854650259018,0.00045099295675754547,,0.0008589122444391251,0.0019050203263759613,0.005386071279644966,
2state1ap2acc_parity_0086686273_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0016100239008665085,0.0017299316823482513,0.0004200264811515808,,0.0007599592208862305,0.0018819700926542282,0.005195848643779755,
2state1ap2acc_parity_0086745169,1,8,no,0,0,0,,0,0,0,yes,-,0.0015811529010534286,0.0015320256352424622,0.0003490131348371506,,0.0006759073585271835,0.0015289988368749619,0.005649169906973839,
2state1ap2acc_parity_0088367886,1,11,no,0,0,0,,0,0,0,yes,-,0.0021050218492746353,0.0021881423890590668,0.0006149057298898697,,0.0011951196938753128,0.0023529864847660065,0.005534850060939789,
2state1ap2acc_parity_0088367886_c,1,11,no,0,0,0,,0,0,0,yes,-,0.0022561289370059967,0.0022400636225938797,0.0005939509719610214,,0.0012440141290426254,0.0022479798644781113,0.005068955942988396,
2state1ap2acc_parity_0088596480,1,20,no,0,0,0,,0,0,0,yes,-,0.0033080577850341797,0.0030240043997764587,0.0005229376256465912,,0.000884057953953743,0.0023997854441404343,0.00582193024456501,
2state1ap2acc_parity_0088596480_c,1,20,no,0,0,0,,0,0,0,yes,-,0.003149965777993202,0.002891058102250099,0.0005031470209360123,,0.0012030359357595444,0.0019918661564588547,0.0048871152102947235,
2state1ap2acc_parity_0088836118,1,10,yes,0,0,0,,0,0,0,yes,-,0.001925043761730194,0.0016849953681230545,0.0002852175384759903,,0.000760890543460846,0.0018640421330928802,0.004817964509129524,
2state1ap2acc_parity_0089313800,1,13,no,0,0,0,,0,0,0,yes,-,0.002162996679544449,0.0020009465515613556,0.0012728851288557053,,0.0007611233741044998,0.0015709083527326584,0.006075948476791382,
2state1ap2acc_parity_0089313800_c,1,13,no,0,0,0,,0,0,0,yes,-,0.0021262094378471375,0.00203610397875309,0.0011229421943426132,,0.0006880145519971848,0.001609092578291893,0.004572095349431038,
2state1ap2acc_parity_0089473569,1,11,no,0,0,0,,0,0,0,yes,-,0.002277083694934845,0.0021101441234350204,0.0009159557521343231,,0.0007438939064741135,0.0016409903764724731,0.005648937076330185,
2state1ap2acc_parity_0089473569_c,1,11,no,0,0,0,,0,0,0,yes,-,0.0023080501705408096,0.0023099128156900406,0.0009150244295597076,,0.0007150229066610336,0.0015408731997013092,0.004731118679046631,
2state1ap2acc_parity_0089800448,1,20,no,0,0,0,,0,0,0,yes,-,0.0033120159059762955,0.003084074705839157,0.0005238689482212067,,0.0007529743015766144,0.0015569385141134262,0.005801906809210777,
2state1ap2acc_parity_0089800448_c,1,20,no,0,0,0,,0,0,0,yes,-,0.003190012648701668,0.0030940864235162735,0.0005920883268117905,,0.0006398186087608337,0.001541106030344963,0.004576984792947769,
2state1ap2acc_parity_0092292688,1,25,no,0,0,0,,0,0,0,yes,-,0.0035888515412807465,0.003508990630507469,0.0002980232238769531,,0.0010570511221885681,0.002345070242881775,0.007163034752011299,
2state1ap2acc_parity_0092292688_c,1,25,no,0,0,0,,0,0,0,yes,-,0.0033830292522907257,0.003292923793196678,0.0002582091838121414,,0.001209089532494545,0.002074986696243286,0.005876878276467323,
2state1ap2acc_parity_0092868865,1,10,yes,0,0,0,,0,0,0,yes,-,0.00172504223883152,0.0018028076738119125,0.0002591405063867569,,0.0008300412446260452,0.002061016857624054,0.0052710529416799545,
2state1ap2acc_parity_0094315016,1,15,no,0,0,0,,0,0,0,yes,-,0.0031259842216968536,0.003044959157705307,0.0014060642570257187,,0.0007490161806344986,0.0016889534890651703,0.006441958248615265,
2state1ap2acc_parity_0094315016_c,1,15,no,0,0,0,,0,0,0,yes,-,0.0030780211091041565,0.003221910446882248,0.0013951212167739868,,0.0006880145519971848,0.001537846401333809,0.0048710498958826065,
2state1ap2acc_parity_0095627264,1,9,no,0,0,0,,0,0,0,yes,-,0.001701992005109787,0.0016649719327688217,0.0003359746187925339,,0.0006789341568946838,0.0014710240066051483,0.006193993613123894,
2state1ap2acc_parity_0095627264_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0018971040844917297,0.002013053745031357,0.0004461035132408142,,0.0005241017788648605,0.0014528632164001465,0.004828907549381256,
2state1ap2acc_parity_0098403592,1,13,no,0,0,0,,0,0,0,yes,-,0.0021830201148986816,0.0019581057131290436,0.0007019843906164169,,0.0009639188647270203,0.0023711472749710083,0.0065730419009923935,
2state1ap2acc_parity_0098403592_c,1,13,no,0,0,0,,0,0,0,yes,-,0.0021120067685842514,0.002042856067419052,0.0006959307938814163,,0.0012139789760112762,0.0021171290427446365,0.00544707290828228,
2state1ap2acc_parity_0099265290,1,13,no,0,0,0,,0,0,0,yes,-,0.00217510387301445,0.0020009465515613556,0.001152046024799347,,0.0004561152309179306,0.001651933416724205,0.005877809599041939,
2state1ap2acc_parity_0099265290_c,1,13,no,0,0,0,,0,0,0,yes,-,0.002101995050907135,0.002142973244190216,0.0010780058801174164,,0.0006351619958877563,0.0012579839676618576,0.004241941496729851,
2state1ap2acc_parity_0099450882,1,19,no,0,0,0,,0,0,0,yes,-,0.003681052476167679,0.003673834726214409,0.0004149042069911957,,0.0009047798812389374,0.0019068829715251923,0.006975838914513588,
2state1ap2acc_parity_0099450882_c,1,19,no,0,0,0,,0,0,0,yes,-,0.0037050340324640274,0.004169996827840805,0.0004940666258335114,,0.0008561182767152786,0.0019560102373361588,0.0061478931456804276,
2state1ap2acc_parity_0126010194,1,10,no,0,0,0,,0,0,0,yes,-,0.0017420388758182526,0.0016230624169111252,0.0004309695214033127,,0.000600004568696022,0.00168592669069767,0.005539972335100174,
2state1ap2acc_parity_0126010194_c,1,10,no,0,0,0,,0,0,0,yes,-,0.0017490237951278687,0.0016398262232542038,0.000416068360209465,,0.0008631031960248947,0.0016200356185436249,0.006424030289053917,
2state1ap2acc_parity_0130047747,1,8,no,0,0,0,,0,0,0,yes,-,0.0017639249563217163,0.0015129335224628448,0.00045006163418293,,0.0005860347300767899,0.0015529803931713104,0.00451505184173584,
2state1ap2acc_parity_0137251585,1,6,yes,0,0,0,,0,0,0,yes,-,0.0011490192264318466,0.0011220108717679977,0.00038603320717811584,,0.0007490161806344986,0.0019490253180265427,0.00633695162832737,
2state1ap2acc_parity_0137251585_c,1,6,yes,0,0,0,,0,0,0,yes,-,0.0011539086699485779,0.0011629890650510788,0.000433996319770813,,0.0009171199053525925,0.0015529803931713104,0.004898989573121071,
2state1ap2acc_parity_0138479656,1,7,yes,0,0,0,,0,0,0,yes,-,0.0014810357242822647,0.0014039687812328339,0.0004209578037261963,,0.000525033101439476,0.0017259735614061356,0.005705980584025383,
2state1ap2acc_parity_0138479656_c,1,7,yes,0,0,0,,0,0,0,yes,-,0.0014700926840305328,0.001567881554365158,0.00041420571506023407,,0.0008260831236839294,0.0013560056686401367,0.005593989044427872,
2state1ap2acc_parity_0138730120,1,17,no,0,0,0,,0,0,0,yes,-,0.0028908252716064453,0.0025420449674129486,0.0005301553755998611,,0.0008151400834321976,0.0019960571080446243,0.005916226655244827,
2state1ap2acc_parity_0138730120_c,1,17,no,0,0,0,,0,0,0,yes,-,0.002593034878373146,0.002587912604212761,0.0004540197551250458,,0.0008400529623031616,0.002083834260702133,0.005958136171102524,
2state1ap2acc_parity_0138758442,1,8,no,0,0,0,,0,0,0,yes,-,0.0016151461750268936,0.0016158446669578552,0.0003501772880554199,,0.0004540197551250458,0.001843087375164032,0.005734851583838463,
2state1ap2acc_parity_0138758442_c,1,8,no,0,0,0,,0,0,0,yes,-,0.0015380792319774628,0.0014079269021749496,0.00031408853828907013,,0.0007580965757369995,0.0016211997717618942,0.005078967660665512,
2state1ap2acc_parity_0140935178,1,22,no,0,0,0,,0,0,0,yes,-,0.004088971763849258,0.0035439152270555496,0.0003150198608636856,,0.0007478520274162292,0.0020710285753011703,0.0050209928303956985,
2state1ap2acc_parity_0140935178_c,1,22,no,0,0,0,,0,0,0,yes,-,0.0037320423871278763,0.0037120189517736435,0.00031315721571445465,,0.000908970832824707,0.001877080649137497,0.004990957677364349,
2state1ap2acc_parity_0144393216,1,14,no,0,0,0,,0,0,0,yes,-,0.0024419277906417847,0.0024659093469381332,0.0004959292709827423,,0.0009529758244752884,0.0019939616322517395,0.007636845111846924,
2state1ap2acc_parity_0144393216_c,1,14,no,0,0,0,,0,0,0,yes,-,0.002529006451368332,0.0026670750230550766,0.0005548354238271713,,0.0009760260581970215,0.0020158477127552032,0.007266877219080925,
2state1ap2acc_parity_0145166592,1,10,no,0,0,0,,0,0,0,yes,-,0.0017478596419095993,0.0017159618437290192,0.0006570480763912201,,0.0010980293154716492,0.0020670704543590546,0.0070319510996341705,
2state1ap2acc_parity_0145166592_c,1,10,no,0,0,0,,0,0,0,yes,-,0.0017541460692882538,0.0017569400370121002,0.0006430782377719879,,0.0011301599442958832,0.0018740538507699966,0.004919013008475304,
2state1ap2acc_parity_0148915715,1,8,no,0,0,0,,0,0,0,yes,-,0.0015869736671447754,0.0014649704098701477,0.0003541354089975357,,0.0011960510164499283,0.002396991476416588,0.005699926987290382,
2state1ap2acc_parity_0148915715_c,1,8,no,0,0,0,,0,0,0,yes,-,0.0015578698366880417,0.0016391277313232422,0.0003441236913204193,,0.0012388918548822403,0.0022961758077144623,0.005258014425635338,
2state1ap2acc_parity_0148980997,1,15,no,0,0,0,,0,0,0,yes,-,0.003052176907658577,0.002764863893389702,0.0008961651474237442,,0.0012710224837064743,0.0025120098143815994,0.007477123290300369,
2state1ap2acc_parity_0148980997_c,1,15,no,0,0,0,,0,0,0,yes,-,0.002959044650197029,0.003302004188299179,0.0008351635187864304,,0.0012889504432678223,0.0024489127099514008,0.0061229802668094635,
2state1ap2acc_parity_0152260743,1,9,no,0,0,0,,0,0,0,yes,-,0.0017029233276844025,0.0016239937394857407,0.000417931005358696,,0.0006759073585271835,0.0017541460692882538,0.00436883419752121,
2state1ap2acc_parity_0152260743_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0018510036170482635,0.001742970198392868,0.000401865690946579,,0.0006379559636116028,0.0017280690371990204,0.0043120235204696655,
2state1ap2acc_parity_0156533284,1,7,yes,0,0,0,,0,0,0,yes,-,0.0015259720385074615,0.0013818498700857162,0.0005480833351612091,,0.0004540197551250458,0.0016279518604278564,0.00654696486890316,
2state1ap2acc_parity_0156533284_c,1,7,yes,0,0,0,,0,0,0,yes,-,0.0014188699424266815,0.001500127837061882,0.000491039827466011,,0.0007201451808214188,0.001393025740981102,0.00506802462041378,
2state1ap2acc_parity_0159485788,1,8,no,0,0,0,,0,0,0,yes,-,0.0016258563846349716,0.0014719553291797638,0.00036391429603099823,,0.0006959307938814163,0.0017920974642038345,0.004498986527323723,
2state1ap2acc_parity_0159485788_c,1,8,no,0,0,0,,0,0,0,yes,-,0.0014309771358966827,0.0015599653124809265,0.00031781382858753204,,0.000666128471493721,0.0017129350453615189,0.004414934664964676,
2state1ap2acc_parity_0173097769,1,9,no,0,0,0,,0,0,0,yes,-,0.0017629936337471008,0.001666136085987091,0.00035599805414676666,,0.0004400499165058136,0.0016069971024990082,0.005403999239206314,
2state1ap2acc_parity_0173097769_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0017068814486265182,0.00169314444065094,0.0003620516508817673,,0.000616069883108139,0.0013140961527824402,0.004375120624899864,
2state1ap2acc_parity_0174933248,1,9,no,0,0,0,,0,0,0,yes,-,0.001726904883980751,0.0017900019884109497,0.00035692937672138214,,0.001069856807589531,0.002630986273288727,0.0075409188866615295,
2state1ap2acc_parity_0174933248_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0018868595361709595,0.0018579885363578796,0.0003869645297527313,,0.0012570526450872421,0.002164160832762718,0.006292015314102173,
2state1ap2acc_parity_0175001344,1,8,no,0,0,0,,0,0,0,yes,-,0.0016230624169111252,0.0015080440789461136,0.0004039611667394638,,0.0009848736226558685,0.0023299362510442734,0.0068480148911476135,
2state1ap2acc_parity_0175001344_c,1,8,no,0,0,0,,0,0,0,yes,-,0.0017320271581411362,0.0014030374586582184,0.0003869645297527313,,0.0012409873306751251,0.002093147486448288,0.005955807864665985,
2state1ap2acc_parity_0176351244,1,16,no,0,0,0,,0,0,0,yes,-,0.0030798837542533875,0.0028188806027173996,0.00046100467443466187,,0.0008281785994768143,0.0019080471247434616,0.005102949216961861,
2state1ap2acc_parity_0176351244_c,1,16,no,0,0,0,,0,0,0,yes,-,0.0030011869966983795,0.003034016117453575,0.00047497451305389404,,0.0007490161806344986,0.0018561258912086487,0.0050331000238657,
2state1ap2acc_parity_0176724042,1,11,no,0,0,0,,0,0,0,yes,-,0.0022121239453554153,0.0019869767129421234,0.0008188653737306595,,0.0007918570190668106,0.0016801059246063232,0.0060820020735263824,
2state1ap2acc_parity_0176724042_c,1,11,no,0,0,0,,0,0,0,yes,-,0.002217944711446762,0.0022461172193288803,0.0009890645742416382,,0.0008391216397285461,0.0018170103430747986,0.00699702650308609,
2state1ap2acc_parity_0177009408,1,20,no,0,0,0,,0,0,0,yes,-,0.003081047907471657,0.0027650967240333557,0.0005899928510189056,,0.0009338837116956711,0.0019320286810398102,0.006057089194655418,
2state1ap2acc_parity_0177009408_c,1,20,no,0,0,0,,0,0,0,yes,-,0.0030871015042066574,0.003137858584523201,0.0005168840289115906,,0.0008849892765283585,0.001827022060751915,0.004635890945792198,
2state1ap2acc_parity_0177134336,1,20,no,0,0,0,,0,0,0,yes,-,0.0031848903745412827,0.0028959475457668304,0.0006591435521841049,,0.0009119976311922073,0.0023408792912960052,0.005946960300207138,
2state1ap2acc_parity_0177134336_c,1,20,no,0,0,0,,0,0,0,yes,-,0.0029830262064933777,0.0028121285140514374,0.0005511101335287094,,0.0011869706213474274,0.0021099112927913666,0.005244044587016106,
2state1ap2acc_parity_0222330926,1,12,yes,0,0,0,,0,0,0,yes,-,0.002348097041249275,0.002010958269238472,0.0003711320459842682,,0.0005180481821298599,0.002016080543398857,0.005759997293353081,
2state1ap2acc_parity_0222330926_c,1,12,yes,0,0,0,,0,0,0,yes,-,0.0022919848561286926,0.002111075446009636,0.000367872416973114,,0.0008950009942054749,0.0016910489648580551,0.0058640725910663605,
2state1ap2acc_parity_0243306009,1,9,no,0,0,0,,0,0,0,yes,-,0.001726904883980751,0.0016409903764724731,0.0003420282155275345,,0.0004800967872142792,0.0018810387700796127,0.004720874130725861,
2state1ap2acc_parity_0243306009_c,1,9,no,0,0,0,,0,0,0,yes,-,0.0016740523278713226,0.0017159618437290192,0.0003778841346502304,,0.000776955857872963,0.0016598496586084366,0.004813075065612793,
2state1ap2acc_parity_0270436363,1,9,yes,0,0,0,,0,0,0,yes,-,0.001700129359960556,0.0015560071915388107,0.0005739275366067886,,0.0005620531737804413,0.0017029233276844025,0.005972106009721756,
2state1ap2acc_parity_0270436363_c,1,9,yes,0,0,0,,0,0,0,yes,-,0.0016849953681230545,0.0015129335224628448,0.00048498623073101044,,0.0007178168743848801,0.0014088582247495651,0.004980945959687233,
2state1ap2acc_parity_0270871214,1,14,yes,0,0,0,,0,0,0,yes,-,0.002603977918624878,0.002288026735186577,0.0013529788702726364,,0.0005641486495733261,0.0016689300537109375,0.0068300869315862656,
2state1ap2acc_parity_0270871214_c,1,14,yes,0,0,0,,0,0,0,yes,-,0.0024139881134033203,0.00237184576690197,0.00124308280646801,,0.000726897269487381,0.0013969838619232178,0.0051299575716257095,
