input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,check_s,source
3state1ap0acc_005126.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005126.hoa
3state1ap0acc_005126_c.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005126_c.hoa
3state1ap0acc_005128.hoa,LTL,sos2ltl.dg,0.104,<unflattened DAG: 2988834701 tree nodes>,464,48,2988834701,6441454.1,5f47101520bb,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005128.hoa
3state1ap0acc_005128_c.hoa,LTL,sos2ltl.dg,0.114,<unflattened DAG: 13264180602240 tree nodes>,1080,77,13264180602240,12281648705.8,632536c3d822,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005128_c.hoa
3state1ap0acc_005129.hoa,LTL,sos2ltl.dg,0.100,<unflattened DAG: 5975656034 tree nodes>,463,46,5975656034,12906384.5,dd9e8b8729f5,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005129.hoa
3state1ap0acc_005129_c.hoa,LTL,sos2ltl.dg,0.111,<unflattened DAG: 1005291268636 tree nodes>,932,67,1005291268636,1078638700.3,d66a9a22ad94,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005129_c.hoa
3state1ap0acc_005130.hoa,LTL,sos2ltl.dg,0.099,<unflattened DAG: 2600746 tree nodes>,318,34,2600746,8178.4,08f3bd820b45,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005130.hoa
3state1ap0acc_005130_c.hoa,LTL,sos2ltl.dg,0.107,<unflattened DAG: 2653739832 tree nodes>,680,53,2653739832,3902558.6,57c555ab6003,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005130_c.hoa
3state1ap0acc_005132.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005132.hoa
3state1ap0acc_005132_c.hoa,DECLINED,,0.087,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005132_c.hoa
3state1ap0acc_005134.hoa,DECLINED,,0.101,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005134.hoa
3state1ap0acc_005134_c.hoa,DECLINED,,0.101,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005134_c.hoa
3state1ap0acc_005144.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005144.hoa
3state1ap0acc_005144_c.hoa,DECLINED,,0.095,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005144_c.hoa
3state1ap0acc_005148.hoa,LTL,sos2ltl.dg,0.122,<unflattened DAG: 400664436876869858 tree nodes>,999,91,400664436876869858,401065502379249.1,4a56cf2e208b,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005148.hoa
3state1ap0acc_005148_c.hoa,LTL,sos2ltl.dg,0.146,<unflattened DAG: 1751248664903262998742 tree nodes>,1903,128,1751248664903262998742,920256786601819776.0,bed00ae26b7f,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005148_c.hoa
3state1ap0acc_005156.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005156.hoa
3state1ap0acc_005156_c.hoa,DECLINED,,0.098,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005156_c.hoa
3state1ap0acc_005158.hoa,DECLINED,,0.098,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005158.hoa
3state1ap0acc_005158_c.hoa,DECLINED,,0.094,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005158_c.hoa
3state1ap0acc_005160.hoa,LTL,sos2ltl.dg,0.098,<unflattened DAG: 332506825 tree nodes>,431,45,332506825,771477.6,6d9c931ec871,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005160.hoa
3state1ap0acc_005160_c.hoa,LTL,sos2ltl.dg,0.119,<unflattened DAG: 1025286424077 tree nodes>,995,72,1025286424077,1030438617.2,f75af2c52b70,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005160_c.hoa
3state1ap0acc_005162.hoa,LTL,sos2ltl.dg,0.109,!(a | !(a | !a) | !(!a | !Xa) | !(a | !a | !X(!(a | !a) U a)) | !(!a | X(1 U !a)…,280,29,194555,694.8,3bf8d78701ad,TRUE,0.433,genaut/corpus/flat_canon/det/3state1ap0acc_005162.hoa
3state1ap0acc_005162_c.hoa,LTL,sos2ltl.dg,0.103,<unflattened DAG: 2422705 tree nodes>,399,34,2422705,6071.9,e35d672e17c9,SIZE,,genaut/corpus/flat_canon/det/3state1ap0acc_005162_c.hoa
3state1ap0acc_005164.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005164.hoa
3state1ap0acc_005164_c.hoa,DECLINED,,0.096,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005164_c.hoa
3state1ap0acc_005166.hoa,DECLINED,,0.088,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005166.hoa
3state1ap0acc_005166_c.hoa,DECLINED,,0.088,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005166_c.hoa
3state1ap0acc_005252.hoa,DECLINED,,0.088,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005252.hoa
3state1ap0acc_005252_c.hoa,DECLINED,,0.096,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005252_c.hoa
3state1ap0acc_005254.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005254.hoa
3state1ap0acc_005254_c.hoa,DECLINED,,0.096,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005254_c.hoa
3state1ap0acc_005256.hoa,DECLINED,,0.086,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005256.hoa
3state1ap0acc_005256_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005256_c.hoa
3state1ap0acc_005257.hoa,DECLINED,,0.090,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005257.hoa
3state1ap0acc_005257_c.hoa,DECLINED,,0.089,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005257_c.hoa
3state1ap0acc_005260.hoa,DECLINED,,0.097,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005260.hoa
3state1ap0acc_005260_c.hoa,DECLINED,,0.091,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005260_c.hoa
3state1ap0acc_005261.hoa,DECLINED,,0.092,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005261.hoa
3state1ap0acc_005261_c.hoa,DECLINED,,0.093,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005261_c.hoa
3state1ap0acc_005262.hoa,DECLINED,,0.101,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005262.hoa
3state1ap0acc_005262_c.hoa,DECLINED,,0.095,,,,,,,,,genaut/corpus/flat_canon/det/3state1ap0acc_005262_c.hoa
